nama_produk,jumlah_terjual,harga,kategori_produk,tanggal_transaksi
Kampas Kopling,39.0,250000.0,KPL Ganda ONLY MALOSSI,2021-01-01
Oli,42.0,49000.0,MPX 1 0.8L,2021-01-01
Bearing,33.0,45500.0,BRG AHM SET 6202 RS,2021-01-01
Sensor,86.0,87000.0,Sensor TPS,2021-01-01
Bearing,35.0,44500.0,BRG AHM SET 6201 RS,2021-01-01
Busi,68.0,28000.0,BUSI AHM U22FER9,2021-01-01
V-Belt,48.0,119000.0,V belt Only YGP B65 AEROX/NMX NEW,2021-01-01
Ban,45.0,470000.0,FDR TR TL 140/70-13 Blaze Mp,2021-01-01
Sakelar,47.0,8000.0,Sakelar Klakson,2021-01-01
Rumah Roller,56.0,95000.0,AHM K44 Scoopy,2021-01-01
Radiator,75.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Piringan Cakram,84.0,55500.0,Piringan DPN AHM Vario,2021-01-01
Seal,31.0,5000.0,Seal Kopling,2021-01-01
Oli,68.0,49000.0,MPX 2 0.8L,2021-01-01
Sakelar,67.0,10000.0,Sakelar Lampu,2021-01-01
Rumah Roller,55.0,75000.0,AHM KOJ Scoopy New,2021-01-01
Rumah Roller,50.0,75000.0,AHM KOJ Scoopy New,2021-01-01
Gasket,62.0,66000.0,Gasket full seat AHM Supra Fit,2021-01-01
Dinamo,70.0,166000.0,Dinamo ST indo KPH,2021-01-01
Aki,50.0,305000.0,Aki Kering GS ASTRA GTZ7V,2021-01-01
Rumah Roller,48.0,70000.0,AHM GMF Beat,2021-01-01
Kampas Rem,32.0,65000.0,DPAD YGP 2BM,2021-01-01
Lampu,46.0,8000.0,Indo Part Lampu dop rem,2021-01-01
Seal,43.0,7000.0,Seal Pulau,2021-01-01
Filter Udara,86.0,50000.0,Filter Udara Suzuki,2021-01-01
Velg,68.0,1500000.0,Velg TDR,2021-01-01
Rumah Roller,41.0,95000.0,AHM K44 Scoopy,2021-01-01
Kaca Spion,53.0,44500.0,Spion Vario WIN,2021-01-01
Rumah Roller,75.0,75000.0,AHM KOJ Scoopy New,2021-01-01
Busi,57.0,14500.0,BUSI YGP U22FSU,2021-01-01
Gear Rantai,40.0,240000.0,Gear suprax 125 gear 39,2021-01-01
Lampu,59.0,30000.0,AHM Lampu Kepala,2021-01-01
Shockbreaker,41.0,210000.0,Shock AHM KVY Beat,2021-01-01
Ban,73.0,240000.0,FDR TR TL 80/80-17 Sport Evo,2021-01-01
Dinamo,50.0,200000.0,Dinamo YGP Nmx old,2021-01-01
Radiator,81.0,200000.0,Radiator MLKUNL VARIO,2021-01-01
Seal,71.0,15000.0,Seal Water Pump,2021-01-01
Ban,61.0,300000.0,FDR TR TL 90/80-17 Sport Evo,2021-01-01
Radiator,80.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Seal,42.0,5000.0,Seal Kopling,2021-01-01
Rumah Roller,43.0,85000.0,AHM KVB Vario,2021-01-01
Oli,41.0,30000.0,Evalube 2T PRO 0.7,2021-01-01
Busi,81.0,28000.0,BUSI AHM U22FER9,2021-01-01
Bearing,31.0,56500.0,BRG AHM SET 6304 RS,2021-01-01
Piringan Cakram,46.0,98500.0,Piringan DPN KC/YMMT NMX,2021-01-01
Ban,60.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Lampu,84.0,30000.0,AHM Lampu Kepala,2021-01-01
Filter Udara,64.0,50000.0,Filter Udara Suzuki,2021-01-01
Sakelar,70.0,15000.0,Sakelar Retting,2021-01-01
Seal,54.0,15000.0,Seal Water Pump,2021-01-01
Oli,85.0,64000.0,Motul GP MTC 4T,2021-01-01
Sensor,65.0,87000.0,Sensor TPS,2021-01-01
Kampas Kopling,47.0,200000.0,KPL Ganda ONLY BRT,2021-01-01
Kampas Rem,40.0,51000.0,DPAD AHM KVBT01 VARIO,2021-01-01
Kampas Rem,72.0,47000.0,DPAD BLK SUPRA,2021-01-01
Ban,80.0,200000.0,FDR TR TL 80/90-14 Sport XR Evo,2021-01-01
Piringan Cakram,44.0,98500.0,Piringan BLK KC/UTH NMX,2021-01-01
Filter Udara,63.0,70000.0,Filter Udara BRT,2021-01-01
Oli,36.0,62000.0,Yamalube Super Matic 1 L,2021-01-01
V-Belt,48.0,170000.0,V belt kit AHM KZR VARIO 125,2021-01-01
Oli,78.0,40500.0,Mesran 40 1 LTR,2021-01-01
Ban,60.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Bearing,53.0,45500.0,BRG AHM SET 6202 RS,2021-01-01
Bearing,65.0,56500.0,BRG AHM SET 6304 RS,2021-01-01
Ban,76.0,470000.0,FDR TR TL 140/70-13 Blaze Mp,2021-01-01
Dinamo,43.0,200000.0,Dinamo YGP Nmx old,2021-01-01
Radiator,51.0,200000.0,Radiator MLKUNL VARIO,2021-01-01
Kampas Kopling,62.0,275000.0,KPL Ganda ONLY POLINI,2021-01-01
Hendel Rem,64.0,200000.0,Hendel Rem No Name,2021-01-01
Ban,51.0,350000.0,BL Maxxis 100/80-14 VICTRA,2021-01-01
Bearing,52.0,56500.0,BRG AHM SET 6304 RS,2021-01-01
Bearing,79.0,50500.0,BRG AHM SET 6204 RS,2021-01-01
Kampas Kopling,55.0,275000.0,KPL Ganda ONLY POLINI,2021-01-01
Bearing,36.0,55000.0,BRG AHM SET 6303 RS,2021-01-01
Hendel Rem,78.0,150000.0,Hendel Rem Ori AHM,2021-01-01
V-Belt,42.0,119000.0,V Belt Only YGP 2DP NMX,2021-01-01
Hendel Rem,64.0,200000.0,Hendel Rem No Name,2021-01-01
V-Belt,75.0,150000.0,V Belt kit AHM K16,2021-01-01
Velg,67.0,1500000.0,Velg TDR,2021-01-01
Bearing,83.0,52000.0,BRG AHM SET 6302 RS,2021-01-01
Rumah Roller,47.0,85000.0,AHM KVB Vario,2021-01-01
Filter Udara,79.0,60000.0,Filter Udara AHM,2021-01-01
Kaca Spion,55.0,44500.0,Spion Vario WIN,2021-01-01
Sensor,62.0,170000.0,Sensor CKP KOJ Genio,2021-01-01
Bearing,33.0,50500.0,BRG AHM SET 6301 RS,2021-01-01
Oli,63.0,105000.0,Motul SC EXP LE 4T,2021-01-01
Sakelar,52.0,15000.0,Sakelar Retting,2021-01-01
Ban,43.0,400000.0,BL Maxxis 120/70-12 VICTRA,2021-01-01
Radiator,48.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Rumah Roller,64.0,95000.0,AHM K44 Scoopy,2021-01-01
Rumah Roller,40.0,85000.0,AHM KVB Vario,2021-01-01
Dinamo,34.0,185000.0,Dinamo AHM KVB Vario,2021-01-01
Piringan Cakram,56.0,98500.0,Piringan BLK KC/UTH NMX,2021-01-01
Hendel Rem,77.0,150000.0,Hendel Rem Ori AHM,2021-01-01
Roller,33.0,77500.0,BRT VARIO 125,2021-01-01
Oli,73.0,23000.0,Evalube 2T 0.7,2021-01-01
Kampas Rem,84.0,65000.0,DPAD YGP 2BM,2021-01-01
Kampas Kopling,58.0,250000.0,KPL Ganda ONLY MALOSSI,2021-01-01
Gear Rantai,77.0,182500.0,Gear seat YGP 5TP JUP Z,2021-01-01
Aki,59.0,250000.0,Aki Basah Yuasa YB5L-B,2021-01-01
Ban,73.0,350000.0,BL Maxxis 100/80-14 VICTRA,2021-01-01
Kampas Rem,38.0,47000.0,DPAD BLK SUPRA,2021-01-01
Ban,78.0,300000.0,FDR TR TL 90/80-17 Sport Evo,2021-01-01
Filter Udara,40.0,50000.0,Filter Udara Suzuki,2021-01-01
Seal,70.0,10000.0,Seal Crankshaf,2021-01-01
Bearing,62.0,50500.0,BRG AHM SET 6301 RS,2021-01-01
Sensor,44.0,170000.0,Sensor CKP KOJ Genio,2021-01-01
Bearing,52.0,50500.0,BRG AHM SET 6301 RS,2021-01-01
Kampas Rem,36.0,40000.0,Kampas Belakang Supra,2021-01-01
Gear Rantai,70.0,196000.0,Gear seat AHM KEV Supra,2021-01-01
Oli,78.0,49000.0,MPX 2 0.8L,2021-01-01
Hendel Rem,74.0,900000.0,Hendel Rem KTC,2021-01-01
Lampu,34.0,25000.0,SGP Lampu Kepala depan,2021-01-01
Kampas Rem,57.0,65000.0,DPAD YGP 2BM,2021-01-01
Velg,64.0,350000.0,Velg Comet,2021-01-01
Hendel Rem,75.0,900000.0,Hendel Rem KTC,2021-01-01
Piringan Cakram,66.0,98500.0,Piringan DPN KC/YMMT NMX,2021-01-01
Rumah Roller,43.0,85000.0,AHM KVB Vario,2021-01-01
Rumah Roller,83.0,70000.0,AHM GMF Beat,2021-01-01
Sakelar,41.0,10000.0,Sakelar Lampu,2021-01-01
Gasket,36.0,66000.0,Gasket full seat AHM Supra Fit,2021-01-01
Gear Rantai,34.0,240000.0,Gear suprax 125 gear 39,2021-01-01
Aki,64.0,200000.0,Aki Kering YGP 3C1,2021-01-01
Shockbreaker,86.0,200000.0,Shock AHM K25 Beat FI,2021-01-01
Kampas Rem,61.0,40000.0,Kampas Belakang Supra,2021-01-01
Oli,43.0,30000.0,Evalube 2T PRO 0.7,2021-01-01
Oli,42.0,72000.0,MOTUL SCOOTER LE 1 LTR,2021-01-01
Rumah Roller,55.0,70000.0,AHM GMF Beat,2021-01-01
Aki,38.0,250000.0,Aki Basah Yuasa YB5L-B,2021-01-01
Roller,50.0,77500.0,BRT VARIO 125,2021-01-01
Oli,37.0,49000.0,MPX 2 0.8L,2021-01-01
Gear Rantai,69.0,240000.0,Gear suprax 125 gear 39,2021-01-01
V-Belt,70.0,145000.0,V Belt set AHM KVB,2021-01-01
Ban,54.0,270000.0,BL IRC MB67 110/90-12,2021-01-01
Roller,77.0,77500.0,BRT VARIO 125,2021-01-01
Lampu,64.0,25000.0,SGP Lampu Kepala depan,2021-01-01
Roller,61.0,77500.0,BRT VARIO 125,2021-01-01
Shockbreaker,58.0,210000.0,Shock AHM KZR Vario 125,2021-01-01
Seal,43.0,8000.0,Seal oring,2021-01-01
Ban,81.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Seal,50.0,10000.0,Seal Crankshaf,2021-01-01
Oli,31.0,23000.0,Evalube 2T 0.7,2021-01-01
Shockbreaker,56.0,210000.0,Shock AHM KZR Vario 125,2021-01-01
Lampu,68.0,25000.0,SGP Lampu Kepala depan,2021-01-01
Kampas Kopling,33.0,250000.0,KPL Ganda ONLY MALOSSI,2021-01-01
Gasket,49.0,31000.0,Gasket Cylinder head Nmx,2021-01-01
Ban,38.0,200000.0,FDR TR TL 80/90-14 Sport XR Evo,2021-01-01
Gear Rantai,82.0,185000.0,Gear Seat AHM KWB revo,2021-01-01
Bearing,84.0,45500.0,BRG AHM SET 6202 RS,2021-01-01
Kampas Kopling,80.0,200000.0,KPL Ganda ONLY BRT,2021-01-01
Rumah Roller,43.0,85000.0,AHM KVB Vario,2021-01-01
Oli,34.0,44000.0,Mesrania 2T super 1 L,2021-01-01
Hendel Rem,80.0,900000.0,Hendel Rem KTC,2021-01-01
Dinamo,82.0,166000.0,Dinamo ST indo KPH,2021-01-01
Bearing,40.0,50500.0,BRG AHM SET 6204 RS,2021-01-01
Radiator,79.0,200000.0,Radiator MLKUNL VARIO,2021-01-01
Kampas Rem,43.0,65000.0,DPAD YGP 2BM,2021-01-01
Shockbreaker,56.0,210000.0,Shock AHM KZR Vario 125,2021-01-01
Filter Udara,71.0,70000.0,Filter Udara BRT,2021-01-01
Bearing,86.0,50500.0,BRG AHM SET 6301 RS,2021-01-01
Piringan Cakram,30.0,68000.0,Piringan DPN AHM Scoopy New,2021-01-01
Lampu,67.0,8000.0,Indo Part Lampu dop rem,2021-01-01
Velg,49.0,350000.0,Velg Comet,2021-01-01
Seal,30.0,10000.0,Seal Crankshaf,2021-01-01
Busi,81.0,28000.0,BUSI AHM U22FER9,2021-01-01
Gear Rantai,51.0,196000.0,Gear seat AHM KEV Supra,2021-01-01
Kampas Kopling,68.0,200000.0,KPL Ganda ONLY BRT,2021-01-01
Filter Udara,74.0,70000.0,Filter Udara YGP,2021-01-01
Aki,57.0,200000.0,Aki Kering YGP 3C1,2021-01-01
Kampas Rem,61.0,51000.0,DPAD AHM KVBT01 VARIO,2021-01-01
Radiator,63.0,200000.0,Radiator MLKUNL VARIO,2021-01-01
Piringan Cakram,77.0,68000.0,Piringan DPN AHM Scoopy New,2021-01-01
Gasket,65.0,31000.0,Gasket Cylinder head Nmx,2021-01-01
Sensor,35.0,125000.0,Injektor Vario 150 YMMT,2021-01-01
Velg,52.0,1600000.0,Velg VND,2021-01-01
Radiator,70.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Bearing,36.0,50500.0,BRG AHM SET 6204 RS,2021-01-01
Sakelar,75.0,15000.0,Sakelar Retting,2021-01-01
Filter Udara,38.0,60000.0,Filter Udara AHM,2021-01-01
Radiator,55.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Oli,35.0,23000.0,Evalube 2T 0.7,2021-01-01
Oli,41.0,72000.0,MOTUL SCOOTER LE 1 LTR,2021-01-01
Kampas Rem,51.0,65000.0,DPAD YGP 2BM,2021-01-01
Sakelar,82.0,12000.0,Sakelar Indling stop,2021-01-01
Velg,86.0,1500000.0,Velg TDR,2021-01-01
Aki,47.0,305000.0,Aki Kering GS ASTRA GTZ7V,2021-01-01
Kampas Rem,58.0,47000.0,DPAD BLK SUPRA,2021-01-01
Aki,86.0,200000.0,Aki Kering YGP 3C1,2021-01-01
Filter Udara,79.0,60000.0,Filter Udara AHM,2021-01-01
Kaca Spion,42.0,35000.0,Spion Indo KVY Beat,2021-01-01
Gasket,68.0,13000.0,Gasket Cylinder Nmx,2021-01-01
Ban,45.0,240000.0,FDR TR TL 80/80-17 Sport Evo,2021-01-01
Shockbreaker,35.0,210000.0,Shock AHM KZR Vario 125,2021-01-01
Kampas Rem,38.0,50000.0,Kampas Depan Supra X,2021-01-01
Ban,63.0,270000.0,BL IRC MB67 110/90-12,2021-01-01
Kampas Rem,48.0,47000.0,DPAD BLK SUPRA,2021-01-01
Gasket,63.0,13000.0,Gasket Cylinder Nmx,2021-01-01
Oli,52.0,62000.0,Yamalube Super Matic 1 L,2021-01-01
Velg,48.0,1300000.0,Velg Rossi,2021-01-01
Filter Udara,66.0,70000.0,Filter Udara BRT,2021-01-01
Busi,82.0,170000.0,BUSI NGK BP7ES,2021-01-01
Aki,73.0,200000.0,Aki Kering YGP 3C1,2021-01-01
Seal,37.0,7000.0,Seal Pulau,2021-01-01
Oli,78.0,44000.0,Mesrania 2T super 1 L,2021-01-01
Sensor,38.0,196000.0,Sensor TPS KOJ,2021-01-01
Seal,42.0,8000.0,Seal oring,2021-01-01
Seal,69.0,10000.0,Seal Crankshaf,2021-01-01
Shockbreaker,32.0,210000.0,Shock AHM KZR Vario 125,2021-01-01
Sakelar,41.0,10000.0,Sakelar Lampu,2021-01-01
Bearing,45.0,44500.0,BRG AHM SET 6201 RS,2021-01-01
Ban,77.0,230000.0,FDR TR TL Flemino 90/90-14,2021-01-01
Oli,76.0,105000.0,Motul SC EXP LE 4T,2021-01-01
Radiator,36.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Rumah Roller,67.0,85000.0,AHM KVB Vario,2021-01-01
Oli,53.0,44000.0,Mesrania 2T super 1 L,2021-01-01
Kampas Rem,40.0,50000.0,Kampas Depan Supra X,2021-01-01
Piringan Cakram,69.0,98500.0,Piringan BLK KC/UTH NMX,2021-01-01
Bearing,73.0,45500.0,BRG AHM SET 6202 RS,2021-01-01
V-Belt,46.0,150000.0,V Belt set AHM KWN,2021-01-01
Kampas Rem,31.0,65000.0,DPAD YGP 2BM,2021-01-01
Aki,49.0,250000.0,Aki Basah Yuasa YB5L-B,2021-01-01
Gasket,77.0,55000.0,Gasket full seat AHM Scoopy,2021-01-01
Piringan Cakram,52.0,68000.0,Piringan DPN AHM Scoopy New,2021-01-01
Oli,72.0,34500.0,Castrol Pro 2T,2021-01-01
Oli,73.0,30000.0,Evalube 2T PRO 0.7,2021-01-01
Ban,71.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Velg,49.0,1500000.0,Velg Enkei,2021-01-01
Lampu,77.0,25000.0,SGP Lampu Kepala depan,2021-01-01
Sensor,59.0,196000.0,Sensor TPS KOJ,2021-01-01
Oli,44.0,49000.0,MPX 2 0.8L,2021-01-01
Roller,74.0,70000.0,BRT Mio,2021-01-01
Ban,31.0,270000.0,BL IRC MB67 110/90-12,2021-01-01
Seal,64.0,10000.0,Seal Crankshaf,2021-01-01
Dinamo,54.0,166000.0,Dinamo ST indo KPH,2021-01-01
Hendel Rem,35.0,200000.0,Hendel Rem No Name,2021-01-01
Oli,59.0,33500.0,Mesran Super 4T 0.8 L,2021-01-01
Dinamo,65.0,166000.0,Dinamo ST indo KPH,2021-01-01
Roller,33.0,77500.0,BRT VARIO 125,2021-01-01
Seal,68.0,7000.0,Seal Pulau,2021-01-01
Ban,68.0,154000.0,BL AHM 70/90-17 KWW,2021-01-01
Ban,80.0,154000.0,BL AHM 70/90-17 KWW,2021-01-01
V-Belt,38.0,119000.0,V Belt Only YGP 2DP NMX,2021-01-01
Busi,63.0,14500.0,BUSI YGP U22FSU,2021-01-01
Kampas Kopling,59.0,200000.0,KPL Ganda ONLY BRT,2021-01-01
Kampas Rem,77.0,40000.0,Kampas Belakang Supra,2021-01-01
V-Belt,66.0,119000.0,V belt Only YGP B65 AEROX/NMX NEW,2021-01-01
Sakelar,55.0,10000.0,Sakelar Lampu,2021-01-01
Kampas Rem,64.0,47000.0,DPAD BLK SUPRA,2021-01-01
Filter Udara,63.0,70000.0,Filter Udara YGP,2021-01-01
V-Belt,34.0,150000.0,V Belt kit AHM K16,2021-01-01
Roller,38.0,77500.0,BRT NMX,2021-01-01
Filter Udara,63.0,50000.0,Filter Udara Suzuki,2021-01-01
Roller,64.0,65000.0,Kawahara Nmx,2021-01-01
Piringan Cakram,35.0,68000.0,Piringan DPN AHM Scoopy New,2021-01-01
Sensor,38.0,125000.0,Injektor Vario 150 YMMT,2021-01-01
Ban,61.0,186500.0,BL AHM 80/90-17 KWW,2021-01-01
Hendel Rem,42.0,150000.0,Hendel Rem Ori AHM,2021-01-01
Bearing,44.0,44500.0,BRG AHM SET 6201 RS,2021-01-01
Bearing,63.0,47500.0,BRG AHM SET 6203 RS,2021-01-01
Kaca Spion,48.0,35000.0,Spion Indo KVY Beat,2021-01-01
Ban,59.0,280000.0,BL Maxxis 90/80-14 VICTRA,2021-01-01
Sensor,54.0,196000.0,Sensor TPS KOJ,2021-01-01
Radiator,70.0,200000.0,Radiator MLKUNL VARIO,2021-01-01
Oli,55.0,44000.0,Mesrania 2T super 1 L,2021-01-01
Oli,57.0,34500.0,Castrol Pro 2T,2021-01-01
Busi,50.0,170000.0,BUSI NGK BP7ES,2021-01-01
Oli,67.0,49000.0,MPX 2 0.8L,2021-01-01
Bearing,53.0,50500.0,BRG AHM SET 6204 RS,2021-01-01
Sakelar,66.0,12000.0,Sakelar Indling stop,2021-01-01
Lampu,35.0,30000.0,AHM Lampu Kepala,2021-01-01
Bearing,61.0,50500.0,BRG AHM SET 6301 RS,2021-01-01
Lampu,37.0,8000.0,Indo Part Lampu dop rem,2021-01-01
Aki,77.0,275000.0,Aki Kering AHM GTZ6V,2021-01-01
Velg,57.0,350000.0,Velg Comet,2021-01-01
Seal,47.0,15000.0,Seal Water Pump,2021-01-01
Ban,66.0,400000.0,BL Maxxis 120/70-12 VICTRA,2021-01-01
Sensor,43.0,87000.0,Sensor TPS,2021-01-01
Bearing,42.0,55000.0,BRG AHM SET 6303 RS,2021-01-01
Sensor,49.0,170000.0,Sensor CKP KOJ Genio,2021-01-01
V-Belt,85.0,150000.0,V Belt kit AHM K16,2021-01-01
Bearing,49.0,52000.0,BRG AHM SET 6302 RS,2021-01-01
V-Belt,53.0,150000.0,V Belt set AHM KWN,2021-01-01
Ban,52.0,270000.0,BL IRC MB67 110/90-12,2021-01-01
Bearing,46.0,50500.0,BRG AHM SET 6301 RS,2021-01-01
Bearing,77.0,52000.0,BRG AHM SET 6302 RS,2021-01-01
Sakelar,40.0,12000.0,Sakelar Indling stop,2021-01-01
Hendel Rem,54.0,100000.0,Hendel Rem RCB kw,2021-01-01
Kampas Kopling,79.0,172000.0,KPL Ganda ONLY YGP Nmx,2021-01-01
Kampas Kopling,59.0,250000.0,KPL Ganda ONLY MALOSSI,2021-01-01
Oli,50.0,37500.0,Grand Manual 0.8 L,2021-01-01
Gasket,84.0,31000.0,Gasket Cylinder head Nmx,2021-01-01
Kampas Kopling,31.0,250000.0,KPL Ganda ONLY MALOSSI,2021-01-01
Sakelar,84.0,8000.0,Sakelar Klakson,2021-01-01
Velg,55.0,1500000.0,Velg Enkei,2021-01-01
Ban,38.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Sensor,73.0,125000.0,Injektor Vario 150 YMMT,2021-01-01
Sensor,77.0,170000.0,Sensor CKP KOJ Genio,2021-01-01
Velg,81.0,350000.0,Velg Comet,2021-01-01
Aki,62.0,275000.0,Aki Kering AHM GTZ6V,2021-01-01
Ban,68.0,400000.0,BL Maxxis 120/70-12 VICTRA,2021-01-01
Ban,78.0,230000.0,FDR TR TL Flemino 90/90-14,2021-01-01
Radiator,51.0,115000.0,Radiator YMMT Vario 125,2021-01-01
Rumah Roller,81.0,70000.0,AHM GMF Beat,2021-01-01
Aki,82.0,275000.0,Aki Kering AHM GTZ6V,2021-01-01
Gasket,72.0,31000.0,Gasket Cylinder head Nmx,2021-01-01
Oli,70.0,33500.0,Mesran Super 4T 0.8 L,2021-01-01
Bearing,57.0,55000.0,BRG AHM SET 6303 RS,2021-01-01
Roller,75.0,70000.0,BRT Mio,2021-01-01
Gear Rantai,37.0,196000.0,Gear seat AHM KEV Supra,2021-01-01
Ban,81.0,470000.0,FDR TR TL 140/70-13 Blaze Mp,2021-01-01
Seal,81.0,15000.0,Seal Water Pump,2021-01-01
Gasket,61.0,66000.0,Gasket full seat AHM Supra Fit,2021-01-01
Velg,48.0,1500000.0,Velg Enkei,2021-01-01
Bearing,35.0,50500.0,BRG AHM SET 6204 RS,2021-01-01
Oli,35.0,33500.0,Mesran Super 4T 0.8 L,2021-01-01
Bearing,65.0,52000.0,BRG AHM SET 6302 RS,2021-01-01
Gasket,84.0,66000.0,Gasket full seat AHM Supra Fit,2021-01-01
Kampas Rem,60.0,51000.0,DPAD AHM KVBT01 VARIO,2021-01-01
Oli,74.0,128000.0,MOTUL SCOOTER POWER LE,2021-01-01
Ban,48.0,230000.0,BL IRC MB86 100/90-12,2021-01-01
Oli,71.0,40000.0,Evalube Matic 0.8 L,2021-01-01
Rumah Roller,83.0,85000.0,AHM KVB Vario,2021-01-01
Gasket,74.0,13000.0,Gasket Cylinder Nmx,2021-01-01
Oli,66.0,34500.0,Castrol Pro 2T,2021-01-01
Sensor,66.0,87000.0,Sensor TPS,2021-01-01
Dinamo,81.0,185000.0,Dinamo AHM KVB Vario,2021-01-01
Oli,43.0,40000.0,Evalube Matic 0.8 L,2021-01-01
Hendel Rem,60.0,150000.0,Hendel Rem Ori AHM,2021-01-01
Ban,63.0,400000.0,BL Maxxis 120/70-12 VICTRA,2021-01-01
Ban,44.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Ban,55.0,230000.0,FDR TR TL Flemino 90/90-14,2021-01-01
Kaca Spion,54.0,44500.0,Spion Vario WIN,2021-01-01
Shockbreaker,52.0,210000.0,Shock AHM KZR Vario 125,2021-01-01
Oli,53.0,64000.0,Motul GP MTC 4T,2021-01-01
Sensor,34.0,170000.0,Sensor CKP KOJ Genio,2021-01-01
Gear Rantai,31.0,182500.0,Gear seat YGP 5TP JUP Z,2021-01-01
Ban,65.0,270000.0,BL IRC MB67 110/90-12,2021-01-01
Roller,50.0,77500.0,BRT VARIO 125,2021-01-01
Aki,47.0,200000.0,Aki Kering YGP 3C1,2021-01-01
Lampu,83.0,30000.0,AHM Lampu Kepala,2021-01-01
Velg,50.0,1300000.0,Velg Rossi,2021-01-01
Ban,69.0,290000.0,FDR TR TL 100/80-14,2021-01-01
Kampas Kopling,30.0,155000.0,KPL Ganda ONLY AHM KVB VARIO,2021-01-01
Filter Udara,65.0,70000.0,Filter Udara YGP,2021-01-01
Gasket,57.0,31000.0,Gasket Cylinder head Nmx,2021-01-01
Sakelar,85.0,8000.0,Sakelar Klakson,2021-01-01
Kampas Rem,49.0,40000.0,Kampas Belakang Supra,2021-01-01
Lampu,77.0,25000.0,SGP Lampu Kepala depan,2021-01-01
V-Belt,48.0,145000.0,V Belt set AHM KVB,2021-01-01
Oli,35.0,23000.0,Evalube 2T 0.7,2021-01-01
Ban,73.0,350000.0,BL Maxxis 100/80-14 VICTRA,2021-01-01
Bearing,39.0,47500.0,BRG AHM SET 6203 RS,2021-01-01
Kampas Kopling,38.0,200000.0,KPL Ganda ONLY BRT,2021-01-01
Velg,78.0,1500000.0,Velg TDR,2021-01-01
Kampas Rem,83.0,51000.0,DPAD AHM KVBT01 VARIO,2021-01-01
Ban,56.0,154000.0,BL AHM 70/90-17 KWW,2021-01-01
Oli,62.0,44000.0,Mesrania 2T super 1 L,2021-01-01
Hendel Rem,56.0,100000.0,Hendel Rem RCB kw,2021-01-01
Rumah Roller,84.0,85000.0,AHM KVB Vario,2021-01-01
Piringan Cakram,34.0,98500.0,Piringan BLK KC/UTH NMX,2021-01-01
Oli,65.0,72000.0,MOTUL SCOOTER LE 1 LTR,2021-01-01
Dinamo,53.0,200000.0,Dinamo YGP Nmx old,2021-01-01
Oli,86.0,34500.0,Castrol Pro 2T,2021-01-01
Sensor,35.0,196000.0,Sensor TPS KOJ,2021-01-01
Gear Rantai,86.0,240000.0,Gear suprax 125 gear 39,2021-01-01
Kampas Kopling,69.0,155000.0,KPL Ganda ONLY AHM KVB VARIO,2021-01-01
Ban,38.0,154000.0,BL AHM 70/90-17 KWW,2021-01-01
Oli,69.0,64000.0,Motul GP MTC 4T,2021-01-01
Velg,53.0,1300000.0,Velg Rossi,2021-01-01
Rumah Roller,46.0,85000.0,AHM KVB Vario,2021-01-01
Piringan Cakram,35.0,68000.0,Piringan DPN AHM Scoopy New,2021-01-01
Dinamo,69.0,185000.0,Dinamo AHM KVB Vario,2021-01-01
Kampas Rem,43.0,40000.0,Kampas Belakang Supra,2021-01-01
Oli,64.0,72000.0,MOTUL SCOOTER LE 1 LTR,2021-01-01
Seal,55.0,8000.0,Seal oring,2021-01-01
Hendel Rem,60.0,900000.0,Hendel Rem KTC,2021-01-01
Roller,57.0,72500.0,BRT VARIO 110,2021-01-01
Dinamo,83.0,185000.0,Dinamo AHM KVB Vario,2021-01-01
Seal,36.0,15000.0,Seal Water Pump,2021-01-01
Oli,30.0,72000.0,MOTUL SCOOTER LE 1 LTR,2021-01-01
Sensor,62.0,196000.0,Sensor TPS KOJ,2021-01-01
Bearing,74.0,47500.0,BRG AHM SET 6203 RS,2021-01-01
Sakelar,36.0,12000.0,Sakelar Indling stop,2021-01-01
Kampas Rem,78.0,50000.0,Kampas Depan Supra X,2021-01-01
Piringan Cakram,76.0,68000.0,Piringan DPN AHM Scoopy New,2021-01-01
Bearing,54.0,56500.0,BRG AHM SET 6304 RS,2021-01-01
Oli,71.0,40500.0,Mesran 40 1 LTR,2021-01-01
Seal,56.0,8000.0,Seal oring,2021-01-01
Kampas Kopling,32.0,200000.0,KPL Ganda ONLY BRT,2021-01-01
Aki,49.0,275000.0,Aki Kering AHM GTZ6V,2021-01-01
Ban,33.0,400000.0,BL Maxxis 120/70-12 VICTRA,2021-01-01
Ban,42.0,235000.0,BL Maxxis 80/90-14 VICTRA,2021-01-01
Lampu,56.0,30000.0,AHM Lampu Kepala,2021-01-01
Oli,68.0,34500.0,Castrol Pro 2T,2021-01-01
